sender,receiver,timestamp,topic
staff_03@company.com,hr_lead@company.com,2024-01-19,Report
sales_lead@company.com,staff_10@company.com,2024-01-04,Coffee
staff_06@company.com,staff_04@company.com,2024-02-17,Coffee
staff_11@company.com,staff_08@company.com,2024-01-25,Coffee
sales_lead@company.com,staff_11@company.com,2024-01-15,Sync
staff_05@company.com,cto@company.com,2024-01-22,Report
eng_lead@company.com,ceo@company.com,2024-01-31,Report
cto@company.com,staff_12@company.com,2024-01-20,Coffee
staff_11@company.com,staff_10@company.com,2024-02-03,Sync
hr_lead@company.com,staff_10@company.com,2024-01-27,Report
cto@company.com,staff_12@company.com,2024-02-29,Planning
staff_02@company.com,staff_03@company.com,2024-02-03,Update
cto@company.com,sales_lead@company.com,2024-01-12,Update
ceo@company.com,staff_01@company.com,2024-02-24,Report
staff_01@company.com,hr_lead@company.com,2024-01-19,Coffee
staff_04@company.com,staff_07@company.com,2024-01-12,Report
eng_lead@company.com,sales_lead@company.com,2024-01-12,Sync
staff_03@company.com,staff_07@company.com,2024-02-22,Sync
staff_06@company.com,staff_05@company.com,2024-02-16,Sync
cto@company.com,hr_lead@company.com,2024-02-01,Update
staff_09@company.com,staff_03@company.com,2024-01-10,Report
staff_09@company.com,staff_12@company.com,2024-01-03,Sync
cto@company.com,staff_12@company.com,2024-02-06,Planning
staff_04@company.com,staff_08@company.com,2024-02-04,Coffee
staff_03@company.com,hr_lead@company.com,2024-02-16,Planning
staff_11@company.com,staff_15@company.com,2024-01-04,Sync
staff_10@company.com,staff_09@company.com,2024-03-01,Planning
staff_08@company.com,staff_09@company.com,2024-01-17,Update
hr_lead@company.com,staff_14@company.com,2024-01-11,Coffee
hr_lead@company.com,staff_01@company.com,2024-01-02,Sync
cto@company.com,staff_04@company.com,2024-02-01,Coffee
staff_10@company.com,staff_06@company.com,2024-01-02,Report
staff_06@company.com,staff_02@company.com,2024-02-25,Coffee
staff_07@company.com,staff_06@company.com,2024-02-13,Report
cto@company.com,ceo@company.com,2024-01-27,Coffee
staff_07@company.com,staff_06@company.com,2024-01-23,Report
staff_05@company.com,staff_10@company.com,2024-02-08,CONFIDENTIAL: Internal Data Export
ceo@company.com,staff_03@company.com,2024-01-11,Planning
staff_06@company.com,staff_05@company.com,2024-02-12,Planning
sales_lead@company.com,staff_08@company.com,2024-01-05,Planning
staff_10@company.com,staff_09@company.com,2024-02-22,Planning
staff_11@company.com,sales_lead@company.com,2024-02-14,Planning
ceo@company.com,staff_05@company.com,2024-02-04,Update
sales_lead@company.com,cto@company.com,2024-01-17,Update
staff_07@company.com,hr_lead@company.com,2024-01-31,Update
staff_05@company.com,cto@company.com,2024-01-03,Coffee
cto@company.com,staff_06@company.com,2024-01-04,Planning
ceo@company.com,staff_02@company.com,2024-02-11,Coffee
staff_02@company.com,staff_13@company.com,2024-01-29,Coffee
staff_08@company.com,sales_lead@company.com,2024-01-16,Planning
staff_12@company.com,sales_lead@company.com,2024-02-22,Report
staff_01@company.com,staff_02@company.com,2024-01-28,Coffee
staff_15@company.com,staff_03@company.com,2024-01-14,Sync
sales_lead@company.com,staff_03@company.com,2024-02-07,Report
ceo@company.com,staff_11@company.com,2024-01-30,Update
staff_09@company.com,staff_10@company.com,2024-01-31,Report
ceo@company.com,staff_12@company.com,2024-01-25,Update
ceo@company.com,staff_14@company.com,2024-02-20,Coffee
hr_lead@company.com,sales_lead@company.com,2024-02-20,Report
staff_07@company.com,staff_08@company.com,2024-02-17,Report
staff_12@company.com,staff_07@company.com,2024-02-22,Coffee
ceo@company.com,staff_01@company.com,2024-02-26,Update
staff_10@company.com,staff_08@company.com,2024-02-03,Report
cto@company.com,staff_11@company.com,2024-01-09,Update
staff_10@company.com,staff_11@company.com,2024-01-12,Update
staff_06@company.com,staff_07@company.com,2024-01-13,Planning
ceo@company.com,staff_08@company.com,2024-02-26,Sync
ceo@company.com,hr_lead@company.com,2024-01-08,Update
staff_04@company.com,staff_01@company.com,2024-01-20,Planning
staff_09@company.com,staff_04@company.com,2024-01-04,Update
ceo@company.com,staff_03@company.com,2024-02-05,Update
cto@company.com,staff_14@company.com,2024-01-26,Sync
staff_08@company.com,staff_10@company.com,2024-02-22,Report
staff_07@company.com,staff_03@company.com,2024-02-29,Coffee
staff_10@company.com,staff_08@company.com,2024-02-15,Sync
staff_09@company.com,sales_lead@company.com,2024-01-30,Report
cto@company.com,hr_lead@company.com,2024-01-25,Planning
staff_05@company.com,staff_12@company.com,2024-01-19,CONFIDENTIAL: Internal Data Export
staff_01@company.com,hr_lead@company.com,2024-01-26,Coffee
sales_lead@company.com,staff_08@company.com,2024-02-25,Coffee
cto@company.com,staff_01@company.com,2024-01-28,Sync
staff_09@company.com,cto@company.com,2024-02-26,Report
staff_11@company.com,staff_08@company.com,2024-02-20,Update
staff_10@company.com,hr_lead@company.com,2024-02-19,Update
eng_lead@company.com,sales_lead@company.com,2024-02-16,Update
staff_07@company.com,eng_lead@company.com,2024-02-15,Report
staff_04@company.com,staff_06@company.com,2024-02-09,Planning
cto@company.com,staff_06@company.com,2024-01-29,Sync
hr_lead@company.com,staff_01@company.com,2024-02-18,Report
staff_15@company.com,staff_11@company.com,2024-01-28,Coffee
staff_07@company.com,staff_05@company.com,2024-01-31,Update
staff_13@company.com,staff_04@company.com,2024-01-19,Report
ceo@company.com,sales_lead@company.com,2024-02-06,Planning
eng_lead@company.com,staff_05@company.com,2024-02-20,Report
eng_lead@company.com,hr_lead@company.com,2024-02-03,Planning
hr_lead@company.com,sales_lead@company.com,2024-02-25,Planning
staff_11@company.com,staff_13@company.com,2024-02-10,Planning
staff_06@company.com,staff_04@company.com,2024-01-17,Report
cto@company.com,staff_06@company.com,2024-02-10,Coffee
ceo@company.com,staff_05@company.com,2024-02-28,Update
ceo@company.com,staff_09@company.com,2024-02-05,Report
ceo@company.com,staff_06@company.com,2024-01-12,Coffee
staff_09@company.com,staff_10@company.com,2024-01-29,Update
staff_09@company.com,staff_11@company.com,2024-02-25,Coffee
staff_07@company.com,staff_06@company.com,2024-01-30,Report
staff_10@company.com,sales_lead@company.com,2024-02-27,Planning
staff_13@company.com,staff_15@company.com,2024-01-04,Planning
eng_lead@company.com,staff_06@company.com,2024-02-02,Coffee
staff_06@company.com,sales_lead@company.com,2024-01-15,Planning
staff_14@company.com,sales_lead@company.com,2024-02-04,Report
staff_13@company.com,staff_03@company.com,2024-01-19,Coffee
staff_10@company.com,staff_01@company.com,2024-01-11,Update
cto@company.com,staff_14@company.com,2024-01-07,Sync
staff_05@company.com,staff_10@company.com,2024-01-05,CONFIDENTIAL: Internal Data Export
ceo@company.com,staff_06@company.com,2024-02-04,Planning
staff_07@company.com,staff_11@company.com,2024-02-21,Report
staff_01@company.com,staff_03@company.com,2024-02-07,Sync
cto@company.com,staff_06@company.com,2024-02-11,Report
ceo@company.com,staff_03@company.com,2024-01-29,Update
cto@company.com,staff_06@company.com,2024-02-20,Sync
staff_10@company.com,staff_12@company.com,2024-02-05,Coffee
sales_lead@company.com,staff_08@company.com,2024-02-19,Coffee
staff_06@company.com,staff_13@company.com,2024-01-21,Sync
cto@company.com,eng_lead@company.com,2024-02-19,Planning
staff_07@company.com,staff_05@company.com,2024-01-13,Planning
cto@company.com,staff_15@company.com,2024-01-24,Coffee
cto@company.com,staff_15@company.com,2024-02-03,Sync
cto@company.com,staff_01@company.com,2024-01-22,Sync
ceo@company.com,staff_11@company.com,2024-02-23,Report
cto@company.com,staff_13@company.com,2024-01-30,Planning
ceo@company.com,staff_06@company.com,2024-02-27,Report
cto@company.com,staff_11@company.com,2024-02-07,Planning
staff_02@company.com,eng_lead@company.com,2024-01-20,Coffee
ceo@company.com,staff_09@company.com,2024-01-14,Coffee
sales_lead@company.com,staff_10@company.com,2024-02-25,Coffee
staff_10@company.com,sales_lead@company.com,2024-01-19,Sync
sales_lead@company.com,staff_12@company.com,2024-01-23,Planning
staff_10@company.com,staff_11@company.com,2024-01-14,Coffee
ceo@company.com,eng_lead@company.com,2024-02-14,Report
sales_lead@company.com,staff_09@company.com,2024-01-08,Report
cto@company.com,staff_09@company.com,2024-02-17,Planning
staff_10@company.com,staff_11@company.com,2024-01-22,Report
staff_12@company.com,staff_10@company.com,2024-01-08,Planning
eng_lead@company.com,staff_03@company.com,2024-01-01,Coffee
staff_01@company.com,staff_03@company.com,2024-02-15,Coffee
staff_07@company.com,cto@company.com,2024-01-23,Sync
ceo@company.com,staff_08@company.com,2024-01-17,Report
ceo@company.com,eng_lead@company.com,2024-01-28,Planning
cto@company.com,staff_13@company.com,2024-02-12,Coffee
staff_02@company.com,eng_lead@company.com,2024-02-29,Coffee
staff_09@company.com,sales_lead@company.com,2024-02-24,Update
cto@company.com,staff_02@company.com,2024-02-15,Report
staff_07@company.com,eng_lead@company.com,2024-02-03,Coffee
ceo@company.com,staff_14@company.com,2024-01-22,Sync
staff_03@company.com,staff_12@company.com,2024-01-31,Planning
staff_03@company.com,staff_01@company.com,2024-01-11,Update
staff_14@company.com,staff_04@company.com,2024-02-19,Coffee
staff_15@company.com,staff_10@company.com,2024-02-26,Report
staff_14@company.com,sales_lead@company.com,2024-02-10,Sync
staff_07@company.com,staff_09@company.com,2024-02-15,Sync
staff_03@company.com,hr_lead@company.com,2024-01-31,Sync
staff_14@company.com,staff_11@company.com,2024-02-05,Update
hr_lead@company.com,staff_03@company.com,2024-02-29,Update
eng_lead@company.com,staff_09@company.com,2024-01-25,Report
staff_05@company.com,staff_15@company.com,2024-01-27,Coffee
staff_02@company.com,staff_11@company.com,2024-01-19,Report
sales_lead@company.com,staff_05@company.com,2024-01-14,Planning
staff_05@company.com,staff_03@company.com,2024-02-04,Update
eng_lead@company.com,staff_02@company.com,2024-02-02,Report
staff_04@company.com,cto@company.com,2024-02-09,Report
staff_01@company.com,staff_02@company.com,2024-02-26,Coffee
ceo@company.com,staff_09@company.com,2024-02-05,Sync
staff_11@company.com,staff_10@company.com,2024-01-07,Report
staff_13@company.com,staff_06@company.com,2024-02-07,Sync
ceo@company.com,staff_12@company.com,2024-02-26,Sync
staff_01@company.com,ceo@company.com,2024-02-03,Planning
sales_lead@company.com,staff_10@company.com,2024-02-25,Sync
staff_11@company.com,staff_09@company.com,2024-02-03,Sync
sales_lead@company.com,staff_10@company.com,2024-02-20,Update
staff_15@company.com,staff_02@company.com,2024-01-17,Report
sales_lead@company.com,staff_15@company.com,2024-01-07,Planning
sales_lead@company.com,staff_15@company.com,2024-01-27,Coffee
hr_lead@company.com,staff_02@company.com,2024-02-23,Report
staff_06@company.com,staff_05@company.com,2024-01-05,Report
ceo@company.com,staff_05@company.com,2024-01-07,Update
eng_lead@company.com,staff_05@company.com,2024-03-01,Planning
hr_lead@company.com,staff_06@company.com,2024-02-16,Update
ceo@company.com,eng_lead@company.com,2024-01-14,Planning
staff_03@company.com,staff_02@company.com,2024-02-24,Update
staff_04@company.com,eng_lead@company.com,2024-02-03,Sync
staff_14@company.com,staff_03@company.com,2024-02-21,Coffee
staff_09@company.com,staff_11@company.com,2024-02-04,Planning
ceo@company.com,staff_15@company.com,2024-02-13,Update
ceo@company.com,cto@company.com,2024-02-27,Update
staff_03@company.com,hr_lead@company.com,2024-02-21,Sync
staff_11@company.com,staff_01@company.com,2024-02-17,Report
staff_09@company.com,staff_03@company.com,2024-02-29,Coffee
ceo@company.com,staff_04@company.com,2024-01-08,Planning
staff_09@company.com,staff_08@company.com,2024-02-29,Sync
cto@company.com,staff_02@company.com,2024-02-04,Coffee
cto@company.com,staff_15@company.com,2024-02-18,Report
staff_01@company.com,staff_06@company.com,2024-01-14,Update
eng_lead@company.com,staff_06@company.com,2024-02-25,Coffee
staff_02@company.com,staff_03@company.com,2024-02-15,Sync
staff_12@company.com,sales_lead@company.com,2024-02-19,Coffee
staff_13@company.com,eng_lead@company.com,2024-01-11,Coffee
cto@company.com,sales_lead@company.com,2024-02-15,Sync
staff_04@company.com,staff_11@company.com,2024-02-24,Planning
hr_lead@company.com,staff_10@company.com,2024-01-07,Planning
staff_10@company.com,staff_05@company.com,2024-01-30,Planning
sales_lead@company.com,staff_11@company.com,2024-02-25,Coffee
staff_04@company.com,staff_06@company.com,2024-02-11,Sync
cto@company.com,staff_10@company.com,2024-01-23,Update
ceo@company.com,staff_12@company.com,2024-01-12,Coffee
staff_04@company.com,staff_05@company.com,2024-02-06,Sync
staff_01@company.com,hr_lead@company.com,2024-01-06,Planning
staff_02@company.com,hr_lead@company.com,2024-01-10,Sync
staff_09@company.com,staff_06@company.com,2024-03-01,Planning
staff_11@company.com,staff_10@company.com,2024-01-22,Update
staff_01@company.com,staff_15@company.com,2024-02-05,Planning
staff_01@company.com,staff_10@company.com,2024-02-28,Sync
staff_02@company.com,eng_lead@company.com,2024-02-05,Sync
cto@company.com,staff_09@company.com,2024-01-15,Sync
staff_07@company.com,staff_04@company.com,2024-02-03,Sync
cto@company.com,staff_15@company.com,2024-01-13,Coffee
eng_lead@company.com,staff_04@company.com,2024-01-22,Sync
staff_07@company.com,staff_14@company.com,2024-02-10,Sync
staff_12@company.com,eng_lead@company.com,2024-02-12,Coffee
staff_08@company.com,staff_10@company.com,2024-02-24,Report
staff_14@company.com,staff_05@company.com,2024-02-14,Coffee
cto@company.com,staff_04@company.com,2024-01-25,Planning
ceo@company.com,staff_09@company.com,2024-02-02,Report
staff_07@company.com,staff_08@company.com,2024-01-18,Sync
staff_10@company.com,eng_lead@company.com,2024-02-29,Sync
cto@company.com,staff_15@company.com,2024-02-10,Update
staff_06@company.com,sales_lead@company.com,2024-01-25,Planning
hr_lead@company.com,staff_11@company.com,2024-01-14,Planning
cto@company.com,eng_lead@company.com,2024-01-15,Coffee
sales_lead@company.com,staff_11@company.com,2024-01-05,Planning
staff_11@company.com,sales_lead@company.com,2024-01-25,Update
cto@company.com,hr_lead@company.com,2024-01-12,Update
cto@company.com,staff_06@company.com,2024-02-17,Sync
ceo@company.com,sales_lead@company.com,2024-01-18,Planning
staff_09@company.com,cto@company.com,2024-03-01,Update
ceo@company.com,eng_lead@company.com,2024-01-25,Coffee
sales_lead@company.com,staff_05@company.com,2024-01-09,Planning
staff_15@company.com,staff_06@company.com,2024-02-29,Update
cto@company.com,staff_14@company.com,2024-01-08,Coffee
staff_09@company.com,staff_11@company.com,2024-02-05,Update
ceo@company.com,staff_14@company.com,2024-01-08,Report
sales_lead@company.com,staff_11@company.com,2024-01-22,Planning
ceo@company.com,staff_08@company.com,2024-01-09,Report
staff_11@company.com,staff_06@company.com,2024-02-02,Planning
eng_lead@company.com,sales_lead@company.com,2024-01-07,Planning
staff_07@company.com,staff_11@company.com,2024-02-15,Coffee
staff_02@company.com,hr_lead@company.com,2024-02-21,Report
staff_02@company.com,staff_04@company.com,2024-01-14,Planning
staff_04@company.com,staff_02@company.com,2024-01-20,Update
staff_03@company.com,staff_12@company.com,2024-01-05,Report
sales_lead@company.com,staff_08@company.com,2024-02-06,Planning
staff_03@company.com,cto@company.com,2024-02-18,Report
sales_lead@company.com,eng_lead@company.com,2024-02-16,Report
hr_lead@company.com,staff_01@company.com,2024-02-17,Report
cto@company.com,staff_01@company.com,2024-01-20,Update
staff_14@company.com,eng_lead@company.com,2024-03-01,Planning
cto@company.com,staff_07@company.com,2024-01-20,Coffee
staff_01@company.com,hr_lead@company.com,2024-02-06,Update
staff_08@company.com,staff_12@company.com,2024-02-27,Sync
